Index,Record,Filename,Name,URL,Group,Library,Calcite,Chlorite,Dolomite,Goethite,Gypsum,Hematite,Illite+Muscovite,Kaolinite,Montmorillonite,Vermiculite,Iron Oxide,Clay,Carbonate,Sulfate,Sulfide,Artifical Materials,Vegetation,Coating,Biotite
97,7248,group.2um/organic_vegetation-dry-grass-golden,Grass_Golden_Dry GDS480 W1R1Fa,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Grass_Golden_Dry_GDS480_ASDFRa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,-1,,
98,6912,group.2um/organic_vegetation-dry-wood,Plywood GDS365 Fresh Pine W1R1Fa,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Plywood_GDS365_Fresh_Pine_ASDFRa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,-1,,
99,6864,group.2um/organic_plastic-tarp1,Plastic_Tarp GDS340 Blu_Wovn W1R1Fa,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Plastic_Tarp_GDS340_Blu_Wovn_ASDFRa_AREF.html,2,splib06,,,,,,,,,,,,,,,,-1,,,
100,6876,group.2um/organic_plastic-vinyl,Plastic_Vinyl GDS372 White W1R1Fa,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Plastic_Vinyl_GDS372_White_ASDFRa_AREF.html,2,splib06,,,,,,,,,,,,,,,,-1,,,
101,6558,group.2um/organic_fiberglass-roofing,Fiberglass GDS337 Grn Roofng W1R1Fa,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Fiberglass_GDS337_Grn_Roofng_ASDFRa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
102,6936,group.2um/organic_plastic-polystyrene,Polystyrene GDS345 BluInsul W1R1Fa,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Polystyrene_GDS345_BluInsul_ASDFRa_AREF.html,2,splib06,,,,,,,,,,,,,,,,-1,,,
103,6816,group.2um/organic_plastic-pete,Plastic_PETE GDS380 Clear W1R1Fa,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Plastic_PETE_GDS380_Clear_ASDFRa_AREF.html,2,splib06,,,,,,,,,,,,,,,,-1,,,
104,6810,group.2um/organic_plastic-pete2,Plastic_PETE GDS379 TrnslBrn W1R1Fa,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Plastic_PETE_GDS379_TrnslBrn_ASDFRa_AREF.html,2,splib06,,,,,,,,,,,,,,,,-1,,,
105,6714,group.2um/organic_plastic-hdpe.1,Plastic_HDPE GDS393 GlosWhTr W1R1Fa,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Plastic_HDPE_GDS393_GlosWhTr_ASDFRa_AREF.html,2,splib06,,,,,,,,,,,,,,,,-1,,,
106,6672,group.2um/organic_paint-1,Painted_Aluminum GDS333 LgGr W1R1Fa,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Painted_Aluminum_GDS333_LgGr_ASDFRa_AREF.html,2,splib06,,,,,,,,,,,,,,,,-1,,,
107,6834,group.2um/organic_plastic-pete3,Plastic_PETE GDS383 Clrbluis W1R1Fa,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Plastic_PETE_GDS383_Clrbluis_ASDFRa_AREF.html,2,splib06,,,,,,,,,,,,,,,,-1,,,
108,6810,group.2um/organic_plastic-pete4,Plastic_PETE GDS379 TrnslBrn W1R1Fa,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Plastic_PETE_GDS379_TrnslBrn_ASDFRa_AREF.html,2,splib06,,,,,,,,,,,,,,,,-1,,,
109,300,group.2um/sulfate_kalun150c,Alunite GDS97 K Syn (150C) W2R4Na,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_GDS97_K_Syn_(150C)_NIC4a_RREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,
110,294,group.2um/sulfate_kalun250c,Alunite GDS96 K Syn (250C) W2R4Na,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_GDS96_K_Syn_(250C)_NIC4a_RREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,
111,324,group.2um/sulfate_kalun450c,Alunite RES-2 K Syn (450C) W2R4Na,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_RES-2_K_Syn_(450C)_NIC4a_RREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,
112,288,group.2um/sulfate_naalun150c,Alunite GDS95 Na Syn (150C) W2R4Na,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_GDS95_Na_Syn_(150C)_NIC4a_RREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,
113,336,group.2um/sulfate_naalun300c,Alunite RES-4 Na Syn (300C) W2R4Na,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_RES-4_Na_Syn_(300C)_NIC4a_RREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,
114,330,group.2um/sulfate_naalun450c,Alunite RES-3 Na Syn (450C) W2R4Na,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_RES-3_Na_Syn_(450C)_NIC4a_RREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,
115,246,group.2um/sulfate_na82alun100c,Alunite GDS82 Na82 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_GDS82_Na82_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,
116,5382,group.2um/sulfate+kaolingrp_natroalun+dickite,Alunite+Dickite MV99-6-26b W1R1Fc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite+Dickite_MV99-6-26b_ASDFRc_AREF.html,2,splib06,,,,,,,,0.485,,,,,,-1,,,,,
117,252,group.2um/sulfate_na63alun300c,Alunite GDS83 Na63 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_GDS83_Na63_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,
118,342,group.2um/sulfate_na40alun400c,Alunite RES-9 Summitv (400C) W2R4Nb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_RES-9_Summitv_(400C)_ASDNGb_AREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,
119,276,group.2um/sulfate_alunNa03,Alunite GDS84 Na03 W2R4Na,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_GDS84_Na03_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,
120,348,group.2um/sulfate_alunNa56450c,Alunite RES10 NA56% Syn 450C W2R4Na,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_RES10_NA56percent_Syn_450C_NIC4a_RREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,
121,354,group.2um/sulfate_alunNa78.450c,Alunite RES12 NA78% Syn 450C W2R4NaIS,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_RES12_NA78percent_Syn_450C_NIC4a_RREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,
122,5394,group.2um/sulfate_alun35K65Na.low,Alunite0.35K+.65Na CU91-217H W2R4Nb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite0.35K+.65Na_CU91-217H_ASDFRb_AREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,
123,5418,group.2um/sulfate_alun73K27Na.low,Alunite0.73K+.27Na CU91-217D W2R4Na,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite0.73K+.27Na_CU91-217D_NIC4a_RREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,
124,5412,group.2um/sulfate_alun66K34Na.low,Alunite0.66K+.34Na CU91-217A W2R4Nb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite0.66K+.34Na_CU91-217A_NIC4b_RREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,
125,5976,group.2um/micagrp_muscovite-med-Al,Muscovite CU91-250A med Al W2R4NbS,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite.5+MuscCU91-250A_AMX4_BECKa_AREF.html,2,splib06,,,,,,,0.59,,,,,,,,,,,,
126,1038,group.2um/calcite.33+kaol.33+mus-AMXr2,Calcite.33+Kaol.33+Mus AMXr2 W1R1Ba,No available USGS Spectral Library 7 Description Reference,2,sprlb06,0.33,,,,,,0.33,0.33,,,,,,,,,,,
127,654,group.2um/micagrp_muscovite-medhigh-Al,Muscovite GDS113 Ruby W1R1Bb splib06 3348,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Muscovite_GDS113_Ruby_ASDNGa_AREF.html,2,sprlb06,,,,,,,1,,,,,,,,,,,,
128,3876,group.2um/micagrp_paragonite,Paragonite GDS109 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Paragonite_GDS109_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,-1
129,714,group.2um/micagrp_illite,Illite IMt-1.b <2um W1R1BaS,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Illite_IMt-1.b_lt2um_ASDNGa_AREF.html,2,sprlb06,,,,,,,0.99,,,,,,,,,,,,
130,726,group.2um/micagrp_illite.gds4,Illite GDS4.2 Marblehead_WI W1R1H_,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Illite_GDS4.2_Marblehead_ASDNGb_AREF.html,2,sprlb06,,,,,,,0.76,,,,,,,,,,,,
131,3306,group.2um/micagrp_muscovite-low-Al,Muscovite CU93-1 low-Al Phyl W2R4Nb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Muscovite_CU93-1_low-Al_Phyl_NIC4b_RREF.html,2,splib06,,,,,,,0.22,,,,,,,,,,,,
132,3372,group.2um/micagrp_muscoviteFerich,Muscovite GDS116 Tanzania W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Muscovite_GDS116_Tanzania_BECKa_AREF.html,2,splib06,,,,,,,1,,,,,,,,,,,,
133,606,group.2um/kaolgrp_kaolinite_wxl,Kaolinite CM9 (wxl) W1R1Hb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kaolinite_CM9_ASDNGb_AREF.html,2,sprlb06,,,,,,,,0.97,,,,,,,,,,,
134,672,group.2um/kaolgrp_kaolinite_pxl,Kaolinite KGa-2 (pxl) W1R1Hb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kaolinite_KGa-2_(pxl)_ASDNGb_AREF.html,2,sprlb06,,,,,,,,1,,,,,,,,,,,
135,684,group.2um/kaolgrp_halloysite,Halloysite NMNH106237 W1R1Ha,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Halloysite_NMNH106237_ASDNGa_AREF.html,2,sprlb06,,,,,,,,0.99,,,,,,,,,,,
136,3462,group.2um/kaolgrp_nacrite,Nacrite GDS88 s06crj3a=c,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Nacrite_GDS88_BECKc_AREF.html,2,splib06,,,,,,,,-1,,,,,,,,,,,
137,708,group.2um/kaolgrp_dickite,Dickite NMNH106242 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Dickite_NMNH106242_ASDNGb_AREF.html,2,sprlb06,,,,,,,,-1,,,,,,,,,,,
138,618,group.2um/sulfate_gypsum,Gypsum HS333.3B (Selenite) W1R1Ha,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Gypsum_HS333.3B_(Selenite)_ASDNGa_AREF.html,2,sprlb06,,,,,0.995,,,,,,,,,,,,,,
139,5868,group.2um/kaolin.5+smect.5,Kaolin_Smect H89-FR-2 .5Kaol W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kaolin_Smect_H89-FR-2_.5Kaol_BECKb_AREF.html,2,splib06,,,,,,,,0.5,,,,,,,,,,,
140,5880,group.2um/kaolin.3+smect.7,Kaolin_Smect H89-FR-5 .3Kaol W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kaolin_Smect_H89-FR-5_.3Kaol_BECKb_AREF.html,2,splib06,,,,,,,,0.3,,,,,,,,,,,
141,588,group.2um/smectite_montmorillonite_na_highswelling,Montmorillonite SWy-1 W1R1Hb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Montmorillonite_SWy-1_ASDNGb_AREF.html,2,sprlb06,,,,,,,,,0.84,,,,,,,,,,
142,54,group.2um/smectite_montmorillonite_fe_swelling,Montmorillonite_Fe GDS759A,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,0.83,,,,,,,,,,
143,600,group.2um/smectite_montmorillonite_ca_swelling,Montmorillonite SAz-1 W1R1Hb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Montmorillonite_SAz-1_ASDNGb_AREF.html,2,sprlb06,,,,,,,,,0.99,,,,,,,,,,
144,60,group.2um/sioh_hydrated_basaltic_glass,HyBasaltGlassMLUT03-9CMarP&T,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,,,,,,,,,,
145,66,group.2um/sulfate_kieserite,Kieserite Batch4 GDS671,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,,,,,-1,,,,,
146,150,group.2um/sulfate_szomolnokite,Szomolnokite NMNH104303 UT,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,,,,,-1,,,,,
147,192,group.2um/sulfate_szomolnokite_heated,Szomolnokite GDS874 Heat275C,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,,,,,-1,,,,,
148,96,group.2um/perchlorate_mg,Perchlorate_Mg GDS851.2 220K,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,,,,,,,,,,
149,144,group.2um/perchlorate_na,Perchlorate_Na GDS857 230C r06crj3a=_,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,,,,,,,,,,
150,5466,group.2um/smectite_beidellite_gds123,Beidellite+Montmor GDS123 =b,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Beidellite+Montmor_GDS123_ASDFRb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,-1
151,5478,group.2um/smectite_beidellite_gds124,Beidellite+Montmor GDS124 =b,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Beidellite_GDS124_ASDFRb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,-1
152,990,group.2um/sioh_chalcedony,Chalcedony CU91-6A W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Chalcedony_CU91-6A_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
153,1488,group.2um/hydroxide_diaspore,Diaspore HS416.3B W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Diaspore_HS416.3B_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
154,4188,group.2um/pyrophyllite,Pyrophyllite PYS1A fine gr W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Pyrophyllite_PYS1A_gt250um_ASDNGa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
155,6054,group.2um/kaol.75+pyroph.25,Pyrophyl.25+wxlKaol.75 AMX17,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Pyrophyl.25+wxlKaol.75_AMX17_BECKb_AREF.html,2,splib06,,,,,,,,0.73,,,,,,,,,,,
156,6060,group.2um/pyroph.5+mont0.5,Pyrophyl.50+Ca-Mont.50 AMX16 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Pyrophyl.50+Ca-Mont.50_AMX16_BECKa_AREF.html,2,splib06,,,,,,,,,0.42,,,,,,,,,,
157,5358,group.2um/pyroph.5+alunit.5,Alun366+.50PyroPYS1A GDS222 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alun366+.50PyroPYS1A_GDS222_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,
158,5370,group.2um/alunite+pyrophyl,Alunite+Pyrophyl SD1093A W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite+Pyrophyl_SD1093A_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,
159,6048,group.2um/pyroph+tr.musc,Pyrophyl+Muscovite JH_PYRM1 W1R1Fb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Pyrophyl+Muscovite_JH_PYRM1_ASDFRb_AREF.html,2,splib06,,,,,,,0.04,,,,,,,,,,,,
160,5988,group.2um/musc+pyroph,Muscovite+Pyrophyl JH_PYRP1 W1R1Fb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Muscovite+Pyrophyl_JH_PYRP1_ASDFRb_AREF.html,2,splib06,,,,,,,0.15,,,,,,,,,,,,
161,5352,group.2um/alunite+musc+pyroph,Alun0.3+Musc0.4+Pyro0.3 AMX1 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alun0.3+Musc0.4+Pyro0.3_AMX1_BECKa_AREF.html,2,splib06,,,,,,,0.4,,,,,,,,,,,,
162,5406,group.2um/alunite.5+kaol.5,Alunite0.5+Kaol_KGa-1 AMX3 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite0.5+Kaol_KGa-1_AMX3_BECKb_AREF.html,2,splib06,,,,,,,,0.475,,,,,,,,,,,
163,5910,group.2um/kaol.75+alun.25,Kaolwxl.75+Alun_HS295 AMX14 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kaolwxl.75+Alun_HS295_AMX14_BECKb_AREF.html,2,splib06,,,,,,,,0.73,,,,,,,,,,,
164,5820,group.2um/Kalun+kaol.intmx,Kalun+kaol+gth mv2-ar3 W1R1Fb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kalun+kaol+gth_mv2-ar3_ASDFRb_AREF.html,2,splib06,,,,,,,,0.4,,,,,,,,,,,
165,5364,group.2um/Na-alun+kaol.intmx,Alun_Na+Kaol+Hemat MV00-11a W1R1Fc,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alun_Na+Kaol+Hemat_MV00-11a_ASDFRc_AREF.html,2,splib06,,,,,,,,0.32,,,,,,,,,,,
166,5832,group.2um/kaolin.5+muscov.medAl,Kaol.5+MuscCU91-250A AMX13 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kaol.5+MuscCU91-250A_AMX13_BECKb_AREF.html,2,splib06,,,,,,,0.295,0.485,,,,,,,,,,,
167,5838,group.2um/kaolin.5+muscov.medhighAl,Kaol_Wxl+0.5Musc_Ruby AMX12 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kaol_Wxl+0.5Musc_Ruby_AMX12_BECKa_AREF.html,2,splib06,,,,,,,0.5,0.485,,,,,,,,,,,
168,870,group.2um/kaolin+musc.intimat,Kaol+Musc_intimate CU93-5C W1R1Ha AREF,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Kaol+Muscov_intimate_CU93-5C_ASDNGa_AREF.html,2,sprlb06,,,,,,,0.1,0.485,,,,,,,,,,,
169,876,group.2um/musc+jarosite.intimat,Muscov+Jaros CU93-314 coatng W1R1Hb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Muscov+Jaros_CU93-314_coatng_ASDNGb_AREF.html,2,sprlb06,,,,,,,0.27,,,,,,,,,,,,
170,5748,group.2um/sulfate-mix_gypsum+jar+illite.intmix,Gyp+jar+ill BRCM1 Marysvale W1R1Fb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Gyp+jar+ill_BRCM1_Marysvale_ASDFRb_AREF.html,2,splib06,,,,,0.33,,0.33,,,,,,,,,,,,
171,5766,group.2um/sulfate-mix_gyp+jar+musc.amix,Gyp.5+Kjar.3+hAlmsc.2 AMX24 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Gyp.5+Kjar.3+hAlmsc.2_AMX24_BECKa_AREF.html,2,splib06,,,,,0.497,,0.2,,,,,,,,,,,,
172,5760,group.2um/sulfate-mix_gyp+jar+musc+dick.amix,Gyp.4+jr20+msc.2+dic.2 AMX23 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Gyp.4+jr20+msc.2+dic.2_AMX23_BECKa_AREF.html,2,splib06,,,,,0.398,,0.2,,,,,,,,,,,,
173,5754,group.2um/musc+gyp+jar+dick.amix,Gyp.3+jr.1+msc.4+dic.2 AMX22 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Gyp.3+jr.1+msc.4+dic.2_AMX22_BECKa_AREF.html,2,splib06,,,,,0.298,,0.4,,,,,,,,,,,,
174,5670,group.2um/dick+musc+gyp+jar.amix,Dic.4+msc.3+gyp.2+jr.1 AMX20 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Dic.4+msc.3+gyp.2+jr.1_AMX20_BECKa_AREF.html,2,splib06,,,,,0.199,,0.3,,,,,,,,,,,,
175,5388,group.2um/alunite.5+musc.5,Alunite.5+MuscCU91-250A AMX4 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite.5+MuscCU91-250A_AMX4_BECKa_AREF.html,2,splib06,,,,,,,0.295,,,,,,,,,,,,
176,5346,group.2um/alunite.33+kaol.33+musc.33,Alun.33+Kaol.33+Musc.33 AMX2 W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alun.33+Kaol.33+Musc.33_AMX2_BECKa_AREF.html,2,splib06,,,,,,,0.195,0.313,,,,,,,,,,,
177,5982,group.2um/muscovite+chlorite,Muscovite+Chlorite CU91-253D W2R4Na,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Muscovite+Chlorite_CU91-253D_NIC4a_RREF.html,2,splib06,,0.03,,,,,0.53,,,,,,,,,,,,
178,786,group.2um/smectite_ammonillsmec,Ammonio-Illite/Smectit GDS87 W1R1Hb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Ammonio-Illite-Smect_GDS87_BECKb_AREF.html,2,sprlb06,,,,,,,0.5,,,,,,,,,,,,
179,846,group.2um/feldspar_buddingtonite_ammonium,Buddingtonite GDS85 D-206 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Buddingtonite_GDS85_D-206_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
180,5502,group.2um/feldspar_buddington.namont,Buddingtnt+Na-Mont CU93-260B W2R4Nb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Buddingtnt+Na-Mont_CU93-260B_NIC4b_RREF.html,2,splib06,,,,,,,,,0.1,,,,,,,,,,
181,5502,group.2um/feldspar_buddington.namont2,Buddingtnt+Na-Mont CU93-260B W2R4Nb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Buddingtnt+Na-Mont_CU93-260B_NIC4b_RREF.html,2,splib06,,,,,,,,,0.1,,,,,,,,,,
182,5436,group.2um/sulfate_ammonalunite,Alunite_NH4+Jaro NMNH145596A W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Alunite_NH4+Jaro_NMNH145596A_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,
183,390,group.2um/sulfate_ammonjarosite,Ammonio-Jarosite SCR-NHJ W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Ammonio-Jarosite_SCF-NHJ_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,-1,,,,,
184,612,group.2um/carbonate_dolomite,Dolomite HS102.3B W1R1Hb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Dolomite_HS102.3B_ASDNGb_AREF.html,2,sprlb06,,,0.996,,,,,,,,,,,,,,,,
185,72,group.2um/actinolite,Actinolite NMNHR16485 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Actinolite_NMNHR16485_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
186,402,group.2um/amphibole,Amphibole NMNH78662 W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Amphibole_NMNH78662_BECKb_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,
187,774,group.2um/micagrp_biotite,Biotite HS28.3B W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Biotite_HS28.3B_BECKa_AREF.html,2,splib06,,,,,,,,,,,,,,,,,,,-1
188,912,group.2um/micagrp_biotite-phlogopite,Biotite-phlogopite P23-5 Sam W1R1H_,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,,,,,,,,,,-1
189,5664,group.2um/chlorite-skarn,Chlorite_Serpentine BR93-22B W1R1Bb,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Chlorite_Serpentine_BR93-22B_BECKb_AREF.html,2,splib06,,0.61,,,,,,,,,,,,,,,,,
190,1080,group.2um/chlorite,Chlorite SMR-13.b 60-104um W1R1Ba,https://crustal.usgs.gov/speclab/data/HTMLmetadata/Chlorite_SMR-13.b_60-104um_BECKa_AREF.html,2,splib06,,1,,,,,,,,,,,,,,,,,
191,252,group.2um/prehnite+.50chlorite,Prehnite+.50Chlorite AMIX,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,0.5,,,,,,,,,,,,,,,,,
192,258,group.2um/prehnite+.67chlorite,Prehnite+.67Chlorite AMIX,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,0.67,,,,,,,,,,,,,,,,,
193,264,group.2um/prehnite+.75chlorite,Prehnite+.75Chlorite AMIX,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,0.75,,,,,,,,,,,,,,,,,
194,276,group.2um/carbonate_aragonite,Aragonite GDS898 Moracco,No available USGS Spectral Library 7 Description Reference,2,sprlb06,,,,,,,,,,,,,-1,,,,,,
